Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Marketing Analytics Data Scientist,"$94K-$154K
(Glassdoor est.)","Tinder brings people together. With tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing. Tinder’s Analytics Team is looking for a Data Scientist with expertise in Marketing.

The Marketing Analytics team takes ownership of the decisions being made from our data – we develop a deep understanding of both the business and its data and establish close working relationships with all teams - starting with Marketing but also including Product, Engineering, and Finance – so that we can provide recommendations and make proposals regarding prioritization of initiatives, product launches, A/B tests, and company performance.

As a Data Scientist in this role, you will be a partner to the Marketing team, you will be :
Interpreting data and analyzing results using statistical techniques,
Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Acquiring data from primary or secondary data sources and maintaining databases

Additionally, you’ll be providing support for A/B test design and analysis as well as data-driven insights through ad-hoc analyses, presentations, and automated reports and dashboards. This role will require experience with SQL, data wrangling, statistics, and A/B testing as well as the ability to work in cross-functional teams to drive actionable insights. Experience with user growth and acquisition across consumer products is a plus.
Key Roles and Responsibilities:
Find the “story” in the data and communicate insights and opportunities with executive and other internal teams
Master and own the analytical understanding of customer behavior and business performance
Analyze models to better understand the value and churn behavior of our users
Perform ongoing ad-hoc analyses to evaluate the efficiency of our marketing spend, building reporting infrastructure, and assisting in making budgeting recommendations to optimize growth
Integrate captured event data with other sources of customer data, such as surveys, ad publishers and app store data
Support reporting and business intelligence needs of the entire Marketing team.

Skills Required:

2+ years of relevant experience
Ability to think objectively and interpret meaningful themes from quantitative and qualitative data
Ability to build constructive and effective relationships with a broad and diverse group of business partners
Ability to execute on complex analytics projects where you have to determine salient questions in a complex ecosystem and present action-oriented conclusions
Proficiency with SQL requiredScripting skills, preferably in Python.
Strong Python/NumPy/PANDAS skills a plusKnowledge of statistics, specifically experimental design and analysis
Proficiency in Microsoft Excel and Microsoft PowerPointFamiliarity with common marketing KPIs, metrics, and growth experiments
As part of our team, you’ll enjoy:

· The hustle of a startup with the impact of a global business
· Tremendous opportunity to seek some of the industry’s most exciting problems
· Working with an outstanding team of creative, fun and highly motivated people
· Comprehensive health coverage, competitive salary, and 401(k) match

At Tinder, we don’t just accept difference — we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products, and our community. Tinder is proud to be an equal opportunity workplace.",3.9,"Tinder
3.9","Los Angeles, CA",201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Junior Data Scientist,"$73K-$124K
(Glassdoor est.)","What Great Looks Like In This Role

Our ideal teammate is someone who is a continuous learner who can adapt and thrive in complex, uncertain and changing situations. Someone who enjoys tackling complex tasks in a collaborative environment is well-suited to a position on our team. Self-motivated individuals comfortable working in a challenging, fast paced, technical environment are highly encouraged to apply!

You Are Able To Demonstrate This Through

A track record of thinking outside the box, taking initiative, and promoting innovation and change-making Ownership, commitment and follow-through in achieving results in school or work projects
Managing priorities effectively and adapting quickly to achieve goals
Pursuing opportunities for continuous learning to develop new skills and perspectives

About the Data Science Development Program

The Data Science Development Program (DSDP) trains junior team members to become well-rounded data scientists within three years. The development program includes high impact project work, mentorship from senior data scientists, in-house training and workshops, and sponsorship for graduate level coursework at the University of Massachusetts Amherst.

Data Science Development Program Highlights:
High-impact project work: Junior data scientists work together with MassMutuals data scientists to solve challenging problems in finance,

operations, marketing, digital initiatives, security, and product development.

Interdisciplinary learning: In the DSDP, junior data scientists are exposed to multiple fields within and adjacent to data science such as data visualization, software engineering, and enterprise architecture.

Mentorship: Peer mentors and senior mentors across data science domains are paired with each member of the DSDP
Training & Development: In-house workshops, tech-talks, seminars, and team-wide learning challenges such as our annual Month of Code

are available to all development program members.

Academic coursework: Members of the DSDP engage in graduate-level courses at the University of Massachusetts Amherst in computer science and statistics according to an individually tailored development plan.

Volunteer & Community Opportunities: Team members have many opportunities to volunteer throughout the year. Junior data scientists volunteer at hackathons throughout the state, attend community data events, speak at external talks, and participate in community data for good efforts annually..

About Us

The MassMutual Data Labs in downtown Amherst consists of a dynamic team that is actively engaged in dozens of high-impact projects across the enterprise, frequently working remotely with teams based in Springfield, MA, New York, and Boston. Our environment and workspace reflects our dedication to innovation and learning, and has a collaborative, start-up vibe. We hold weekly training meetings to present technical ideas, new models, or interesting code libraries.

Junior Data Scientist Duties Include
Statistical analysis
Programming in R and Python
Data ingestion and data cleaning
Model building, testing, deployment, and maintenance Building visualizations
Presenting and explaining output
Executive presentations and discussions
Adherence to internal standards in data science Collaboration across functions and business units

Application Instructions
To finalize your application for consideration, all applicants must submit a portfolio. For instructions, visit https://datascience.massmutual.com/dsdp/apply

We accept applications from early career professionals and graduating students from undergraduate and graduate programs.

Minimum qualifications

Bachelors degree

Academic study or independent training in computational, quantitative, or technical fields, such as computer science, math, physics, or statistics

Working knowledge of Python, R, and SQL
Quantitative and technical skills in math and computer science Community engagement, involvement, and volunteerism Demonstrated leadership and change-making
Strong communication skills

Preferred qualifications

Enthusiastic about pursuing an interdisciplinary career in data science, analytics, and technology Research and/or practical experience in related fields
Demonstrated work experience through part time employment, internships, or professional endeavors

Committed to Diversity and Inclusion

Our employees are the embodiment of the idea that we all are stronger and better through our support for one another. By valuing people for who they are, how they think, and what they bring to the table, weve become a stronger, more innovative company. We continue to receive external recognition for our policies and programs that seek to create a diverse and inclusive environment.

Americas Best Employer for Diversity Forbes (2019)
Score of 100 on the Human Rights Campaign Corporate Equality Index (2019)
National Association for Female Executives Top Company for Executive Women (2018) Disability Equality Index (DEI) Best Place to Work for Disability Inclusion (2019) Diversity Best Practices Inclusion Index Company (2018)",3.7,"MassMutual
3.7","Amherst, MA",5001 to 10000 Employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Data Integrator/Data Engineer,-1,"Responsibilities: Perform system data integration/ engineering; studies; process mapping and automation; and must be adept at wrangling unstructured and poorly structured data into appropriate data structures. Provide JSOC J8 with the ability to develop data architectures that improve automation, processes, data flow and analyses. Serve to enhance the J8 Research and Analysis Division’s capability to formulate overall scope, establish objectives, formulate methodologies, and coordinate fusion of data science, data architecture, data visualization, and data management.

Education: BS degree or above preferred in Mathematics, Data Analytics, Statistics, Operations Research, computer science, Systems or Industrial Engineering.

Experience/Skills/Abilities:

Required: At least two years of experience working as a Systems Integrator, Data Engineer, or similar position demonstrating the ability to design and implement automation, data modeling, data wrangling, data analysis, and data vision solutions to complex problems, processes, and scenarios. Familiarity with common data structures and languages, e.g., SQL, JSON, Elastic Search.

Desired: Experience working with SOF, interagency working groups, national agencies, DOD agencies, combatant commands or academic organizations; experience with cloud computing, distributed data systems, and no-host application technologies and disciplines.

Tools/Programming: Proficient: Python, R, SQL, and MS Office

Basic familiarity / additional competencies: HTTP, HTML, JS, CSS, VBA, SharePoint, Visio and MS Power BI

Travel: Contractor can expect to work 80% from home station and up to 20% OCONUS

Security Clearance:

Current DOD Top Secret clearance highly desired and discriminator; Minimum current DOD SECRET Clearance Required.

Job Type: Full-time

License:
Current Secret or Top Secret Clearance (Required)
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Tuition reimbursement",3.8,"RDR, Inc.
3.8","Fort Bragg, NC",51 to 200 Employees,1986,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
Data Scientist,"$114K-$184K
(Glassdoor est.)","Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

As a Data Scientist you'll use your skills model and analyze a variety of data in support of analytical questions. Successful candidates in this role will be able to use theirs statistical and mathematical backgrounds to solve complex problems for not only analytical questions but also problems of large scale data. With huge volumes of data at your disposal, you'll be asked to find the most important items in a sea of information. A strong candidate is someone with a desire for continual learning and strong problem-solving, analytic and interpersonal skills who communicate and collaborate effectively.

Basic Qualifications:
Data Normalization
Data Visualization
Statistical Analysis
Graph Theory
Bachelor's degree required
Desired Skills:
Experience with writing, compiling, and debugging a variety of programming languages
Containerization
Jupyter
Spark
Cloud Analytics
Special consideration given for the following skills:
Machine Learning
High Powered Computing
Any of a number of active Cyber Certifications including but not limited to: GPEN, GXPN, GCFE, GCFA, and OSCP.
C++
Experience with intelligence analysis skills (e.g., traffic analysis) mixed with detailed knowledge of network architectures, protocols, and communications.
SIGINT experience
Security Clearance Requirements:
Active TS/SCI with favorable polygraph
Level 1:

Minimum one years' experience or a Bachelor's Degree or participating in a program that will lead to a Bachelor's Degree in an appropriate Computer Science or related field.

Level 2:

Minimum five years' experience with in-depth demonstrated experience in Computer Science or related field.

Level 3:

Minimum 10 years' experience with in-depth demonstrated experience in Computer Science or related field.


Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.5,"Novetta
4.5","Annapolis Junction, MD",501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Senior Data Analyst,-1,"Please do not apply through Glassdoor. TO APPLY, VISIT: https://grnh.se/eb8d01633us

About Us: At Emendata, we help bridge the gap between data and the real world. We partner with organizations that have a social mission and help them tackle their problems using analytics. Our role in these partnerships goes end to end—we handle everything from wrangling the data to analyzing the problem to turning the results into something actionable. Importantly, we understand that this analytics pipeline does not live in a vacuum. Getting to meaningful numbers requires more than just the right methods; it calls for understanding the people, policies, data, and systems involved. With this approach, our small but fast-growing team is having a big impact, taking on challenges like using analytics to combat fraud, waste, and abuse in Medicare.
About the Role: This role leads the way in producing analytics that reflect a deep level of understanding and a high degree of quality. We are looking for you to:
Take analyses from end to end: Understand the client’s problem, identify the right research question, plan the methodology, corral the data, code the analysis, interpret the results, craft the deliverable, and communicate the story
Apply a research mentality: Use all tools at our disposal (documentation, policy regulations, data investigations, etc.) to make sound analytic decisions
Help the team deliver its best work: Turn direction from clients/senior staff into tactical plans and work closely with data analysts to help them implement (conducting code reviews, teaching/reinforcing analytic strategies, etc.)
This role will be a good fit for people who naturally push towards progress and are undeterred when that requires a lot of effort or stepping into unfamiliar territory. Emendata is growing rapidly, and we are looking for people who are excited to march forward together.
Qualifications: If you do not meet all the criteria below but still think you would be a good fit for this role, please apply so we can see if we can find the right spot for you on the team. We value experience but also welcome aptitude and enthusiasm.
Education: Bachelor’s or master’s degree in a quantitative field or equivalent technical training
Programming: Experience with SAS is a must (comfortable with SAS macro language, advanced DATA step techniques such as hashes, and PROC SQL); experience with Python, Stata, R, or SQL is a plus
Technical Mentorship: Demonstrated experience with reviewing code and providing feedback
Data Management: Comfortable with the process of importing, cleaning, and preparing data for analysis in a reproducible way
Analysis: Exceptional problem-solving skills with a good understanding of statistical/social science research methods; 4+ years hands-on experience in an analytics role (e.g., economic consulting)
Working Style: Intellectually curious (keep pulling on threads until finding an answer), enterprising (eager to tackle the unknown and find a way to make things happen), and collaborative (work with others to explore, build, tear down, and build again)
To be considered for this position, applicants must have the ability to work in the U.S. without a need for current or future visa sponsorship.
About the Interview Process: We want both sides to learn what it would be like to work together. Part way through the interview process, we incorporate a lightweight at-home exercise that serves as the basis for a technical interview. The exercise gives us an outlet to show you what kind of problems this role would tackle and offers you an opportunity to show us how you would approach the work.",-1,Emendata,"Burlingame, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Marketing Data Analyst,"$34K-$62K
(Glassdoor est.)","Can you work in a relationship with other people where it requires ongoing flexibility?
Do you have an upbeat, positive attitude?
Do you take pride in knowing you are helping to make things happen?
If you can answer yes to these questions, Idaho Central Credit Union may have an opportunity ideally suited for you.
As a Marketing Data Analyst, your primary function is to interpret credit union data, analyze results and implement decisions based on the data. You will be responsible for turning data into information and insight that aids in campaign and business decisions. Also you will be responsible for performing a range of functions in support of market research, market assessment and campaign implementation.

Assist in managing technical aspects of key marketing systems (marketing automation, CRM, data warehouse) used to generate, distribute, and report.
Establish and maintain scalable processes that ensure best practices in campaign and lead management.
Create and maintain metrics reports on marketing and sales activities, effectiveness, and business impact.
Analyze marketing and sales data to develop insights and make recommendations on areas for optimization
Monitor and maintain data quality within the marketing database.
Evaluate new technologies and add-on applications to improve and optimize marketing team performance.
Manage membership targeting to strengthen relationships, prevent attrition, and increase profitability.
Leverage web and email engagement to create member insight and data to help improve individual experiences with our digital channels.
Generate and govern segmentation efforts by developing queries and custom reports, target groups, and campaigns for product and service performance.
Track all marketing campaigns and provide meaningful analysis and insight for future efforts.
Analyze consumer segments and other demographic information from the membership database to provide insight for product development, usage, and cross-sell opportunities.
Manage third-party vendor integration with marketing systems including Salesforce Marketing Cloud, Salesforce Advertising Studio, Salesforce CRM, Adobe Analytics, Integrator MCIF, Encompass CRM and Microsoft Power BI.
Represent the Credit Union at community events as needed.

Bachelor’s Degree in Marketing, Mass Communication, Advertising or related field. 5-9 years of experience with database marketing required. Preferable experience with: Raddon Integrator MCIF, Salesforce Marketing Cloud, Salesforce Advertising Studio, Salesforce CRM, Adobe Analytics, Microsoft Power BI, SQL, and data warehouse experience. Strong analytical skills. Proficiency in marketing automation systems and integrating those systems with other technologies. Technically capable, excellent communicator and a desire to improve processes. Math skills, Secondary-level computer knowledge including Microsoft Office, especially Excel and pivot tables, etc. Ability to maintain the confidentiality of Credit Union and member records at all times. A demonstrated cooperative and positive attitude toward members and other Credit Union staff. Professional in appearance, attendance, quality, and quantity of work performed. Ability to analyze member needs, develop, and coordinate marketing activities to fit member needs with Credit Union products and services. Must be willing to comply with the Bank Secrecy Act and USA Patriot Act as implemented by Idaho Central Credit Union. Team member will be asked to work extended/unique hours.
Perform tasks requiring manual dexterity (processing paperwork, filing, stapling, sorting, collating, typing, counting cash, etc.) Sit for extended periods of time. Lift 20-40 pounds of office supplies (copy paper, computer paper, mail, etc). Some heavy lifting may be required in order to execute proper event logistics. Repetitive motion using wrists, hands, and fingers. Reach keyboards. Ability to operate basic office machines (calculator, computer, telephone, copy machine, fax machine, etc).
Must be eligible for membership at Idaho Central Credit Union to obtain employment.
EOE/Minorities/Females/Vet/Disability
Idaho Central Credit Union is a dynamic financial institution that is focused on helping our members achieve financial success. Established in 1940 we have become the largest and fastest growing financial institution in the state of Idaho. ICCU was voted for large companies the Best Place to work in Idaho. We have also been named by S&P Global Market Intelligence as the top performing credit union in the nation. We are a talent based organization looking for talented individuals to help our members achieve financial success.",4.2,"Idaho Central Credit Union
4.2","Chubbuck, ID",1001 to 5000 Employees,1940,Nonprofit Organization,Banks & Credit Unions,Finance,$50 to $100 million (USD)
Data Engineer,-1,"Company Summary:
An eCommerce company that sells business supplies, equipment, and tools but we're much more than just a website. We're a team of people who win and lose together (we prefer winning!). Since 2011, we have been working hard to make it easy for our customers to purchase everything they need to make their businesses go. Our company currently offers over 4 million products, fast and free shipping, no-hassle returns, and exceptional customer service. We've grown quickly in a short time, recently surpassing 400 team members and reaching annual revenue of over $500 million. Add to that our award-winning culture we were named a Great Place to Work for 2019-20, among other accolades and we think we're a pretty amazing place to work and grow.
Primary Function:
The Data Engineer will collaborate with various other IT groups, business partners and external service providers and play a key role in the design, development and operations of our new analytics platform.

Duties and Responsibilities:
Participate in Requirements Gathering: work with key business partner groups (e.g. Product Mgt) and other Data Engineering personnel to understand department-level data requirements for the ZDP
Design Data Pipelines: work with other Data Engineering personnel on an overall design for flowing data from various internal and external sources into the ZDP
Build Data Pipelines: leverage standard toolset and develop ETL/ELT code to move data from various internal and external sources into the ZDP
Support Data Quality Program: work with Data QA Engineer to identify automated QA checks and associated monitoring & alerting to ensure ZDP maintains consistently high quality data
Support Operations: triage alerts channeled to you and remediate as necessary
Technical Documentation: leverage templates provided and create clear, simple and comprehensive documentation for your development
Key contributor to defining, implementing and supporting:
Data Services
Data Dictionary
Tool Standards
Best Practices
Data Lineage
User Training
Qualifications:
Strong ELT/ ETL designer/developer
Strong SQL
Strong Python
Structured & unstructured data expertise
Cloud environment development & operations experience (e.g. AWS, GCP)
Preference for candidates experienced with:
Google Cloud Platform (GCP) and associated services; e.g. BigQuery, GCS, Cloud Composer, Dataproc, Dataflow, Dataprep, Cloud Pub/Sub, Metadata DB, Data Studio, Datalab, other
Other important tools: Apache Airflow (scheduler), Bitbucket and git (version control), Stackdriver (ops monitoring), Opsgenie (alert notification), Docker
Real-time data replication/streaming tools
Data Modeling
Excellent verbal and written communications
Strong team player

Success Criteria
Strong analytical thinking and problem solving skills
Superior communication and business-technical interaction skills
Positive get it done attitude
Ability to multi-task and manage multiple activities with varying timelines

To qualify, you must possess the following skills:
Bachelor's degree in computer science, management information systems, or a related discipline
5+ years hands-on ETL/ELT design/development experience
Key resource on team(s) that have delivered successful enterprise-level analytics platforms",4.3,"Peterson Technology Partners
4.3","Chicago, IL",201 to 500 Employees,1997,Contract,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Data Scientist,-1,"Job Description


Avlino Inc. is seeking experienced data scientists to join our growing team
of AI engineers, analysts, and quantitative developers. The role involves
model construction, information extraction, prediction and finding solutions
to large-scale problems for mission critical applications using large
derived from a broad spectrum of domains for industry specific sectors. The
ideal candidate will have comprehensive expertise in machine learning,
time-series analysis modeling, statistical data analysis, and deep neural
networks. Experience with dynamic programming and reinforcement learning is
a plus.

Demonstrate your experience in creating real-world artificial intelligence
applications using pulsing customer data sets!

This is a great opportunity for an experienced Data Scientist with 4+ years
of relevant experience to work in a fast-paced environment where they can
share their passion for numbers and AI.

Responsibilities
Develop, implement, and use a broad set of machine-learning models and
quantitative techniques for prediction and classification for mission
critical applications.
To find problems in industrial and service sector applications.
Strong background in numerical techniques, optimization, and gradient
methods.
Development of new machine learning algorithms and/or substantial
modification of pre-existing techniques.
Analysis of high-volume, noisy, heterogeneous real-time data.
Collaborate with business analysts to transform customer needs into
actionable insights.
Design custom end user reports that are easy to read and interpret for
multiple business unit audiences.
Architect the next generation analytical platform.
Capable of de novo implementation of mathematical models, or to avail
widely used open source programming platforms and libraries (Scala, R,
python, TensorFlow).

Requirements
MUST: Solid 5 years of experience in machine learning, statistical
modeling, data mining, time-series forecasting, and neural networks.
MUST: Solid 5 years of experience working with big data technologies
distributed computing such as Hadoop/Spark, Map/Reduce, TensorFlow.
MUST: Solid 5 years of experience in multiple programming languages –
C#/.NET, C++, C, Scala, Python, R, Java.
Experience in developing or implementing enterprise class Data Analytics
and BI solutions.
Extremely analytical and able to solve problems independently.
Assesses customer requirements and translate them to appropriate
deliverables.
MUST: Have an analytical mind, and on point with detailed specifics.
MUST: Education: MS/Ph.D. (Preferred) in Computer Science, Physics, or a
related discipline.
PLUS: Experience in the logistics or transportation industry.",4.6,"Avlino
4.6",New Jersey,1 to 50 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD)
Data Scientist,"$111K-$143K
(Glassdoor est.)","Responsibilities:
Bring Creativity to Data products.
Apply machine learning methods to a variety of finance and accounting problems.
Responsible for building and maintaining the machine learning systems, data, platform and processes.
Build, integrate and deploy machine learning solutions into the BlackLine application in collaboration with product management, cloud, engineering and data science teams.
Perform qualitative and quantitative data analysis.
Cleanse and transform raw data used in machine models.
Perform data munging, data mining, clustering & classification methods, pattern recognition.
Comfortable with statistics, calculus and multivariate analysis.
Participate in ML POCs, validate the results and develop production implementations.
Build and optimize scalable machine learning solutions in the public cloud.
Familiar with SQL, Python, R, SparkML, TensorFlow, GCP, AWS, SQL Server.
Develop production systems in Python.
Work independently to research and solve business and technical problems.
Plan their work individually and as part of a team.
Mentor and train other Data Scientists on the team.
Qualifications:
Strong practical experience with machine learning techniques in the industry, accounting and financial industries is a plus.
Extensive experience solving analytical problems using quantitative approaches.
Experience with machine learning algorithms for building ML models, their accuracy, cleanliness, reliability.
Experience with predictive and prescriptive analyses, modeling, and segmentation.
Have strong passion for empirical data research for practical applications.
Ability to communicate complex quantitative analysis in clear, precise, and actionable
Comfortable with complex, high-volume, high-dimensionality data from varying sources.
Very comfortable with data engineering methods and pipelines.
Expert knowledge of analysis tools such as R, Matlab, or SAS
Experience with data warehousing, relational databases, ETL, BI, data mining.
Experience in SQL, R, Python languages.
Strong familiarity with GCP and AWS, SQL Server.
Practical experience with GIT version control.
Comfortable working with open source tools in a Unix/Linux environment.
Experience with and ownership of data-informed decision-making.
Experience translating business requirements into functional, and non-functional requirements.
Strong sense of product and data ownership.
Works independently without the need for supervision.
Strong written and verbal skills – able to explain the work in plain language.
MS/PhD in Computer Science or other quantitative disciplines",4.0,"BlackLine
4.0","Woodland Hills, CA",501 to 1000 Employees,2001,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Senior Data Analyst,-1,"About the Company:
Industrious is the largest premium workplace provider in the U.S. with nearly 100 locations in more than 50 U.S. cities. Its Workplace Experience platform, which pairs thoughtfully-designed spaces with hospitality-driven services and amenities, has reshaped the concept of coworking into a scalable solution for companies of all sizes and stages. Since its founding in 2013, Industrious has helped thousands of companies scale their businesses while maintaining the highest NPS scores in the industry. For more information, visit www.industriousoffice.com.
As we shape the future of workplace experience, we're looking for motivated, thoughtful, and collaborative people who are excited to join a high-growth, warm, and welcoming team. For more information, please visit www.industriousoffice.com/careers.

About the Role:
As the Data Analyst at Industrious, you are responsible for building the data-models that underpin our analytics and reporting. You have a flexible skillset: someone who is adept with SQL code, is experienced in ad-hoc data-modeling, and can partner with an engineer to build our data-warehouse.

This is an amazing role for a curious, analytical mind who is excited to touch all elements of the business and lay the foundation for analytics and insights.

You are a great fit for this role if:
You are eager to sit at the intersection of technology and analysis
You are an independent operator who can build from the ground up
Data engineering? Data analysis? Data science? You want to work with all three pieces of the analytics cycle
Responsibilities:
Partner with an engineer to build our data-warehouse
Develop the Redshift/Snowflake models that underpin our analytics and reporting
Serve as the bridge between our Analytics and Technology teams
Requirements:
Very strong SQL skills (preferably Postgresql)
Experience creating ad-hoc databases (e.g., using DBT or equivalent)
Experience transforming and analyzing large datasets
Demonstrated ability to learn new technologies and techniques
Bachelors or Masters degree in Computer Science, Mathematics or similarly quantitative/technical field
Experience in analytics or a technical field
Preferred qualifications:
Experience with Data Lakes (e.g., (Redshift/Snowflake preferred) and proven ability to produce scalable solutions
Experience with connectors (e.g., FiveTran, Stitch)
Experience with visualization tools (e.g., Tableau, Looker)
Experience working in a cloud-based environment (e.g., AWS, Azure, Google-Cloud)

Perks:

In addition to our incredible team, there are lots of other fun reasons to work with us.
Daily breakfast, snacks, coffee, tea, and drinks at all Industrious locations
Health care, including vision and dental
401K plan
Smart casual dress code
Generous vacation time
Paid parental leave
Team outings and annual company-wide offsite
Industrious in the News:
Industrious CEO Sees Company as Less Risky Than WeWork
Industrious' Jamie Hodari on the Return to Work
Coworking Spaces Prepare To Welcome People Back, Expect the Industry To Grow
Industrious is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. Industrious believes that diversity is critical to our success in delivering great workplace experiences and is committed to creating an inclusive, mutually respectful environment which celebrates diversity of our people. We seek to hire on the basis of merit, competence, performance, and business needs.",3.6,"Industrious
3.6",Remote,201 to 500 Employees,2013,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable
Senior Data Scientist,-1,"Formation provides personalization for the largest enterprise businesses in the world. We work with high-volume data streams and apply Data Science to bring individualized multi-step promotions to customers. Our Data Science Team is transforming the relationships between Fortune 500 companies and their customers.

You'll work in small teams with a common goal: create excellent data science solutions anchored in a culture of quality, customer focus, and growth.

As a Senior Data Scientist at Formation you will work in an agile environment to prioritize and test hypotheses using principles of rigorous experimental design. You understand that Data Science is an expansive area and no line of code is written until you have clearly defined the problem, methods, and definition of done. Your guidance on causal inference, machine learning techniques, and work prioritization will be sought by other team members. You will contribute to process documentation, and methodology design and review. You will create platform architecture specifications as you work with Engineering and Product Management to integrate Data Science processes into the product platform.

You understand that bugs, inadequate processes, and less than ideal code are part of building a startup. You welcome the challenge of solving these kind of problems while building a great product with the Data Science team.

You will report to the Manager of Data Science.

Key Responsibilities:
Work with Solution Architects and Customer Success to determine how to best apply Formation's product to client use cases
Explore and understand unfamiliar data-sets with tools such as Apache Spark and AWS Athena
Determine metrics and conduct power analysis to determine the feasibility and design of experiments
Implement processing pipelines to clean and process source data
Present experimental methodology and results to Fortune 500 clients
Work with Engineering and Product to standardize and integrate DS workflows into Formation's product
Provide mentorship and prioritization of DS work to junior Data Scientists
Skills and Experience:
Minimum 5 years experience as a Data Scientist, or 3 years experience as a Data Scientist at a startup
Proficient with the Python scientific ecosystem, Apache Spark, and SQL
Have foundational software engineering skills such as bash scripting, version control, and continuous integration
Have worked with job schedulers such as Apache Airflow
Knowledge of experimental design and analysis of results
Understand common concepts related to e-commerce, e.g. lifetime value, net incremental revenue, and churn
Machine learning proficiency with a focus on recommender systems and supervised learning techniques
Experience with optimization techniques such as constrained linear optimization and contextual bandits
Experience in customer onboarding and long-term customer engagement
Experience participating in talent screening and interviewing
About Formation:

Formation distills complex customer data into uniquely tailored experiences; we orchestrate physical and digital exchanges into one seamless journey. Our business is building lasting, trusted relationships between people and brands—and making it look easy.

We're already reaching millions of people a day, and we're just getting started. Our founding leadership is equal parts business, design, and engineering—because we believe differing perspectives + passionate discourse achieve the greatest outcomes. We give our whole selves. We love learning new things.

Formation is committed to inclusion and diversity and is an equal opportunity employer. You will receive consideration without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, disability, or veteran status.

If you're up for the challenge of a lifetime, we're looking for outstanding talent to join our team.

Benefits:

Among our many benefits:
100% medical, dental, and vision
Discretionary PTO policy in addition to 11 paid holidays per year
401K
Commuter Benefits",2.8,"Formation
2.8",Remote,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
